Id,label
98778574,4
87306556,1
78535866,1
92591814,4
121431735,2
101087177,2
79257357,2
72757968,2
68301909,4
124088448,4
72641407,4
80229042,3
130610146,1
88771210,2
76156182,4
78625156,1
76210729,2
75549513,4
92601497,4
79256949,3
87186977,1
92561441,2
92601298,1
69520420,2
79074496,2
92588850,4
76150537,2
110052301,1
92588043,2
99099496,4
130622000,2
98782321,3
113321415,4
99124426,3
110079430,2
82298688,1
112846000,3
121434787,2
75944089,1
69522672,4
76307261,4
73289637,3
92598766,4
73787816,3
78569981,4
79251891,3
113336023,3
73791480,1
73801634,4
110080166,1
101253551,2
78619421,1
78422004,4
71849006,1
101029001,2
64071813,2
92273408,4
73785334,2
69635477,2
92600168,4
97497812,2
92284901,2
92753764,2
73791474,3
105486255,4
106660015,1
129067948,3
73797038,2
101283351,2
73799784,1
113325812,4
87797107,2
69523222,4
72456470,4
72638216,4
62388759,3
78618141,1
92586117,4
79252114,4
101100971,3
130016395,2
121458821,1
112852410,3
77126060,3
92591365,2
64063766,1
79249353,1
129314996,1
113329939,4
112823552,3
69511561,2
88767746,3
72749927,2
76314177,2
75941703,4
78420896,1
71854091,3
92598024,2
121431103,2
75948011,1
101088288,4
77139688,2
92606553,3
130615108,1
78625374,4
76446974,4
113321899,4
101054897,1
76240152,4
101064847,1
92605306,4
110070329,2
69526433,2
88767580,3
78533749,2
121457646,3
101042353,1
75949033,1
101054048,3
101054964,3
92556782,1
79251845,2
127820696,4
72850375,2
101279104,1
64809659,2
99118092,3
76208675,2
79252722,2
92559926,4
82298877,2
92580784,4
78536125,4
100695221,4
110079017,3
132243123,1
105489307,2
73046956,1
121435246,2
92564129,3
99095497,2
130616224,4
92611122,3
76302429,2
110079901,4
76210823,1
92603297,2
92559930,3
79251238,3
110055531,4
97487526,1
110074808,3
101280015,1
97506735,4
92573390,2
101055895,1
78519504,2
92763640,3
77136146,4
78519631,4
78421655,3
110056749,4
101030964,3
121433900,3
101229837,1
99120536,3
101282392,4
110070113,1
92606255,3
73090259,4
75941420,1
78376623,3
75947751,1
110082030,1
76209273,3
92603110,4
71302702,4
76153705,4
76156217,2
87190425,3
87182198,3
130621451,1
110069503,1
101063629,3
105485142,2
76155733,1
76311064,1
73788059,1
132242775,1
110072929,3
78421735,1
99112039,2
129066199,2
101026769,1
92569107,4
88614105,1
73788579,3
73788332,3
64409115,1
110054582,3
76311150,1
101039265,1
99126100,3
76312107,1
101102689,1
73784484,1
77126126,2
76209995,4
69522528,2
87797558,3
87301333,3
92604717,1
92570128,3
92569710,3
98772641,4
99114480,2
92579947,1
110078374,2
92269948,2
82300585,4
92603018,2
130620257,4
99119355,3
101059956,3
92555812,3
76323249,4
75941776,1
78618702,2
99105047,3
92561391,1
71849587,3
121434767,4
76152425,2
78423079,3
79248812,1
130601168,2
121435482,4
78421886,3
92595292,4
87800865,4
101037949,1
79251516,3
110077692,2
92606028,2
79253670,2
73798692,1
121440249,2
92594752,4
112835752,3
98805865,2
101057601,4
110083540,1
98795377,3
76322460,4
44594293,4
73786812,2
78421844,2
98756164,1
78376976,2
112817043,3
72638921,2
130611841,3
78625154,1
110081051,4
101040981,2
92582513,4
76210619,1
121433124,4
73793274,2
75938735,3
92572217,4
92603249,3
121477124,4
113334968,4
130600501,4
76311605,1
79248751,2
110069907,2
110073839,2
101029522,3
64065347,4
130016577,4
130622086,1
78376975,3
76209493,2
99131798,4
89724117,4
78420554,3
92573236,4
78571744,4
121452681,3
64805314,4
99100415,3
101029817,3
130617918,1
99098405,4
101039874,3
76310684,4
130620011,4
79255056,2
64065003,3
99132074,3
69520930,4
101103986,1
76325031,3
99120876,4
76242748,1
110080219,1
78519425,2
78573082,1
76208813,1
64074810,3
101054901,2
73798718,4
78377024,3
78376801,3
76211187,1
92560553,3
120406117,4
99116133,3
132245803,1
45144605,4
72637741,2
92592024,3
99116243,4
72639966,1
88765655,3
98777830,4
92563608,3
92577162,3
82300217,2
73788885,3
92760317,1
99127752,4
72749910,1
53417413,3
101027094,3
92591043,2
78620612,1
92597773,2
45144613,2
121456976,2
92584251,3
110057957,4
97487999,4
87800727,3
92580059,4
98791695,3
127830525,1
45144616,2
78536180,4
78377174,3
71302080,3
101023825,1
87797979,2
97490148,1
101091951,4
75944007,1
113322661,4
87798430,1
86676263,1
73786622,3
110070575,3
73032380,1
92580598,2
127822836,2
101025319,3
92601320,3
92762554,1
124088518,2
68310215,3
92610333,2
73795160,3
76153408,3
100685598,1
79074276,1
76210482,1
87167658,1
92751325,1
92263018,3
92568224,4
92610844,2
112827852,4
124088197,1
73787552,2
79255208,4
101041006,2
121431634,2
73046856,1
99127121,2
121430556,4
92576024,3
46154248,3
76209558,4
92767374,1
101032396,2
92578015,3
76239547,4
87795464,3
73790430,1
72631323,2
99118844,2
78422276,2
92591214,1
92597173,2
72116352,4
99102802,4
92596646,2
75938479,2
71305441,3
100687576,4
132245662,2
87800314,3
87796384,2
76210287,1
101248363,2
121431110,3
73789550,1
121476860,4
72232366,1
79253792,2
100699202,1
129065818,1
76155643,2
130014828,1
98782526,4
68310590,3
121433891,4
99096819,4
82298585,2
78422981,4
112813740,4
101038294,4
101235422,3
92581611,4
78376612,3
129315896,1
76283751,1
92758687,4
92751436,3
101063960,1
105487132,1
99123097,2
112851526,2
99097707,4
75943353,1
79074204,1
71300416,3
68290502,2
79254022,1
76240712,1
78376757,4
92762747,4
101024419,3
79075483,4
78376826,3
99129723,1
130015558,1
99114308,4
76283083,1
76325234,3
110051359,1
92608111,2
76208522,2
69516367,4
68991547,2
89721851,2
99099682,1
92571430,4
87304338,3
92583055,3
99133780,4
121433771,2
92580933,2
72115905,4
101056904,2
76152384,1
121439067,2
72731092,2
101087053,2
101067534,4
132243033,1
101104165,1
78376468,3
127829463,2
127820548,2
101101390,3
78422309,2
92578261,4
73294796,4
101051415,3
99107087,3
101248170,3
76211861,4
82299936,4
130621808,1
112840026,3
92601084,3
113322620,4
78357172,2
121477121,1
92600631,3
92567228,2
110072748,3
121433425,2
75949085,4
101242854,2
99102781,3
78376644,2
92565452,1
72634968,3
130610747,1
101091078,3
73791739,2
78376702,1
92593153,3
78620421,3
99118943,1
78618884,1
76241644,4
110057937,2
99095249,3
76282887,2
113334703,3
101033119,1
73040255,2
79257204,1
76155966,1
76317878,3
76314971,1
101284508,4
99103850,2
129067257,2
99117690,3
110056266,2
76299537,4
99121926,4
92602423,2
92572175,3
87305662,1
76209912,1
92603881,3
101030060,3
78625534,1
110056654,1
79254354,3
73800081,1
76302194,2
127825031,4
78376567,1
101250778,3
47439474,4
71853322,3
112831921,3
73089842,1
124088301,2
110070484,1
101047381,4
78536091,4
92559549,3
92593051,1
78377216,3
76155677,3
92597013,1
99128222,3
75938478,1
101245913,3
79257754,1
76209502,4
101061492,1
73800551,2
92606284,3
92274676,2
130014913,1
78519020,4
78518975,3
76211274,3
99120899,2
68974114,3
72401086,4
110056796,2
101103519,3
130599322,1
99105945,4
110076583,3
78376620,3
73793145,2
79255595,4
-1304053,3
87796243,4
110073849,3
121435524,4
99116673,3
92576346,4
87184056,4
74707953,4
101277269,3
78420467,4
75943716,4
113335716,2
72641313,1
113336335,4
76316476,3
64893548,4
76310616,2
99103744,3
79255314,3
99128300,2
75937366,1
63355475,4
101248472,1
76155908,2
69515679,2
112851305,3
129063129,4
88612191,4
110077806,1
101245902,2
130013408,1
101277841,3
92581534,1
101244728,1
75940405,1
75941020,4
72401028,4
99100917,4
76285323,1
78420817,3
92591529,4
73784762,1
130015505,2
99127879,4
64078865,1
105483873,4
68310105,3
99113417,2
73788604,3
75940342,1
92558095,3
92563980,3
99112575,4
73796339,2
124088370,2
69519093,2
98806371,4
98802664,1
110054647,1
68296581,4
101032468,2
101038158,4
113322734,4
88772368,2
92572686,3
79250689,1
75949211,4
75948121,1
122125428,1
75941908,1
73786794,1
76209777,4
99130722,2
69521352,3
101228432,3
87796459,2
132243632,1
73795047,1
112849312,1
112821503,2
69522854,3
76208334,1
76155598,4
75938298,1
78377207,1
101237846,2
76154274,1
69626907,2
112816939,2
99119162,4
113335470,2
100702235,1
112819808,1
121435650,3
72414454,2
75948061,1
79253284,2
101049524,3
78422029,1
121435335,3
72636608,4
79249910,1
127832917,4
110051689,1
76156021,1
110079410,2
92570044,4
129058144,4
79255507,1
129315005,4
92564406,4
99100805,4
71304525,4
75943664,2
87164267,4
92581264,3
99126769,3
112812589,3
92602016,1
101286833,2
101016447,3
43805247,3
99119081,2
71302574,3
76210352,2
101278400,2
92557557,4
121435477,1
78421265,4
79255805,2
101051495,4
99111980,3
68310988,3
113321604,1
71303767,2
67863050,3
88613568,4
78618162,1
78534041,1
113334125,4
112846668,3
78376677,3
113332669,4
110073923,2
99119829,2
121431501,2
76209456,2
112817100,2
76154152,2
75017944,2
101054863,4
76208911,1
78421438,4
76243601,2
112839714,1
76240762,4
76330436,3
101023052,2
78618690,1
121433213,3
79248681,4
79257573,1
101238409,3
88764109,3
99114503,4
98759093,4
87802720,4
92759167,3
92596596,4
92600526,1
92569629,3
92609475,2
92568808,3
63504352,2
99095659,4
78620528,3
92598008,4
101031464,4
87798427,3
45571723,4
101036538,4
105490263,2
72641028,4
78421899,4
79252997,2
101027995,1
87163836,1
73794160,2
72457752,1
73798376,3
76311829,3
110071026,2
99100937,3
75939213,2
92266290,2
101036687,2
82299387,2
75942493,1
79251591,1
127830211,1
110083575,2
110078066,4
78376800,4
99100055,4
78535325,4
69631048,2
86682502,1
69522612,3
67538130,4
76240882,1
79250937,2
101023876,3
78618897,1
99115193,4
68310280,3
87301109,4
110075885,3
110070938,3
92596134,3
76314019,2
113326095,2
101234806,2
112829947,3
112852914,3
110057654,4
101104448,1
88614119,4
45730991,4
92601993,1
129064692,1
92572031,2
79075525,3
92572001,2
113326776,2
112844283,4
64071209,3
110078278,2
97496346,3
59864827,4
73785784,3
78519510,1
67537252,2
69514802,3
99133373,4
101101757,4
110084063,2
71849812,2
130611137,1
101087374,3
72640600,1
78519634,3
78572248,2
71300288,1
101279260,3
76242140,1
97479201,1
129056051,1
76309727,2
112834959,1
79251664,4
-1813560,3
71301743,3
78543169,3
78619848,3
64065459,2
73785481,2
75937289,4
92602498,1
78618550,4
113328897,4
73787216,1
76211522,1
87180923,2
82298628,1
92609669,3
99108653,1
75937227,1
98778754,4
101026558,1
72637053,2
88613976,2
101284932,3
92606950,1
69511661,2
92573933,3
64071308,3
87181225,4
82298901,2
101102621,1
121434476,4
79250669,2
92601902,3
99130602,4
99102194,4
92562225,3
76151779,2
129065816,2
110072766,4
79075914,1
121438649,4
87190706,3
92756306,3
73793805,2
76208873,1
76309425,1
72456118,4
92749922,4
92602871,4
45730986,3
127834605,4
92574955,2
129315330,1
99097661,4
110080830,4
77138428,3
72637705,4
76308846,4
75937388,1
130618966,4
76207446,1
92590961,4
87180770,4
110073825,3
130611251,1
45730985,3
92603973,3
78624688,1
112840056,3
73042981,1
71849612,4
130619426,4
113322997,4
72769100,4
78422846,3
71853997,2
92605974,3
92571392,2
130601501,3
87184046,4
76298548,3
112840388,3
72739478,3
45657173,4
79257759,4
113336629,2
99132184,4
79253620,4
130611848,1
132226119,3
97500107,1
112846527,3
121433875,2
-1937877,3
75938395,1
127831889,1
101250822,1
109256493,1
98808759,3
112810931,4
75941087,2
75941672,4
110075845,2
92564839,3
110048098,2
76210695,4
92599381,3
79253305,2
68310697,3
129060983,3
101031119,4
129065024,1
76154078,2
87181996,3
99129756,2
92606871,2
78421192,3
78625251,4
73784255,1
109255978,4
92608418,3
64068850,1
101058582,3
130617869,1
78421773,3
121434812,2
110072753,3
76154234,2
129314845,1
71304695,3
88613630,4
110056154,2
92750799,4
77132862,2
99118829,3
110069703,2
92592819,3
92610179,2
98756204,4
92753219,4
99096553,1
